id1_400,aspect,slope,dem,cec_barren,cec_broadleaf,cec_cropland,cec_grassland,cec_mixed_forest,cec_needleleaf,cec_shrubland,cec_urban,fwa_1,fwa_2,fwa_3,fwa_4,fwa_5,fwa_6,fwa_7,fwa_8,fwa_10ha_less,fwa_10ha_more,fwa_r,fwa_w,shrcx_10less,shrcx_10plus,str_1,str_2,str_3,str_4,str_5,str_6,str_7,str_8,str_9,str_all_1000,str_m,str_s,pa,alr,dra_p,dra_u,bec_sz_txt,bec_zn,norm_ahm,norm_bffp,norm_cmd,norm_dd5,norm_dd18,norm_effp,norm_map,norm_mat,norm_mcmt,norm_mwmt,norm_pas,norm_shm,norm_pas_sp,norm_pas_wt,mean_ahm,mean_bffp,mean_cmd,mean_dd5,mean_dd18,mean_effp,mean_ffp,mean_map,mean_mat,mean_mcmt,mean_mwmt,mean_pas,mean_pas_sp,mean_pas_wt,mean_shm,amwi,bago,buff,bwte,cago,canv,cite,cogo,come,gadw,gwte,hadu,home,ltdu,mall,nopi,nsho,rbme,redh,rndu,rudu,scau,sngo,swan,trus,wfgo,wodu,sp_div,sp_tot,mergansers,dabblers,divers,dabbler_plants,dabbler_seeds,dive_fish,dive_insects,dive_plants,ground_plants,ground_seeds,cavity,floating,ground
2424,161.5779877,5.0709887,874.4702759,55,0,0,78,14,4798,13,0,16,8,0,0,142,0,0,0,24,142,0,145,0,0,2.81E-05,0,0,0,0,0,0,0,0,8.4732046,0,2.81E-05,546,3362,0,7.234477,IDFdk3,IDFdk3,289,152,287,1274,34,254,497,43,-70,154,146,610,21,94,33.57272727,150.4545441,362.7272644,1411.090942,49.4545441,257,106.5454559,440.5454545,4.663636364,-8.2,16.50909091,132.2727203,23.545454,82.6363602,81.34545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,128.9155121,2.5308394,1082.070801,452,0,0,662,185,3691,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2.5130455,0,0,0,7676,0,5.1528802,IDFdk3,IDFdk3,287,155,300,1162,24,250,485,39,-71,148,155,680,28,92,32.61818182,154.6363678,354.0909119,1198.54541,27.181818,252.0909119,97.4545441,428.3636364,3.854545455,-8.354545455,15.23636364,151.2727203,35.636364,83.9090881,92.50909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,157.5521698,6.5437083,1190.403809,36,43,0,0,421,4037,488,0,5,0,0,0,0,0,0,0,5,0,0,305,7.20E-06,0,0.0001639,0.0002949,0.0006274,0,0,0,0,0,0,21.1614075,0,0.0010863,100,0,0,5.6078796,IDFdk3,IDFdk3,266,157,257,1076,19,250,506,34,-75,142,171,614,36,97,30.23636364,156.1818237,321,1122.727295,22.545454,252.7272797,96.545456,447.4545455,3.409090909,-8.6,14.78181818,166.8181763,44.4545441,88.727272,85.23636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,264.5219116,9.6371336,1025.305542,397,0,190,2044,38,2195,14,147,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0.0023369,0,0.0003694,0,0,0,0,0,0,33.7543335,0,0.0027063,0,10342,0,6.2045231,IDFxw,IDFxw,447,142,410,1588,75,262,355,59,-57,174,61,795,7,43,43.65454545,154.6363678,394.4545593,1346.818237,44.0909081,254.3636322,99.7272644,333.3636364,4.409090909,-8.027272727,16.31818182,84.0909119,17.90909,49.272728,93.22727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,116.188446,9.2830305,1089.811768,0,0,0,17,241,4543,209,0,0,0,32,0,0,0,0,0,32,0,0,42,0,0,0.0002169,0,0,0,0,0,0,0,0,4.2620759,0,0.0002169,163,3356,0,4.3004966,IDFdk3,IDFdk3,231,159,227,941,13,251,548,27,-83,133,220,586,55,112,30.96363636,154,346.4545593,1191.727295,26.545454,252.6363678,98.6363678,449.7272727,3.781818182,-8.427272727,15.15454545,162.4545441,39.1818199,90.3636398,91.25454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,152.9293823,2.1373024,1123.279297,3,0,0,406,161,3260,875,0,81,113,241,287,0,0,0,0,722,0,0,303,6.60E-06,0,0.0020334,0.0018239,0,0,0,0,0,0,0,19.0827465,0,0.0038573,0,0,0,1.7315217,IDFdk3,IDFdk3,295,157,285,1120,22,248,466,37,-72,146,146,622,27,86,34.09090909,158.5454559,357.0909119,1183.818237,27,249.3636322,90.8181763,405.8181818,3.772727273,-8.318181818,15.22727273,140.3636322,31.727272,77.0909119,86.14545455,0.181818182,0,0.727272727,0,0.727272727,0,0,0,0,0,0.909090909,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,1.272727273,3.454545455,0,2,0.727272727,0.181818182,1.818181818,0,0.727272727,0,0,0.727272727,0,0.727272727,2.727272727
2492,154.3820801,5.8888621,1130.61792,0,0,0,122,141,4733,3,0,8,0,48,0,0,0,0,0,56,0,0,101,0,0,0,0,0.0011139,0,0,0,0,0,0,12.2139692,0,0.0011139,366,8616,0,5.0638986,IDFdk3,IDFdk3,296,161,292,1043,17,247,452,34,-73,140,159,672,32,92,35.03636364,159.4545441,366.4545593,1146.818237,24.545454,248.7272797,89.2727356,391.8181818,3.627272727,-8.218181818,15.02727273,144.7272797,34.727272,79,97.06363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,186.3777924,14.68048,901.1132202,149,20,147,244,99,4294,72,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5363836,0,0,0,6110,0,3.2758069,IDFdk3,IDFdk3,295,155,288,1121,22,253,459,36,-74,143,157,667,26,94,36.41818182,148.8181763,387.3636475,1394.54541,47.1818199,257.3636475,108.5454712,404.2727273,4.518181818,-8.4,16.4,133.1818237,22.90909,83.5454559,98.75454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,136.5927429,1.8788098,1086.765015,290,0,0,976,739,1918,1076,0,10,36,0,0,8,0,0,0,46,8,0,149,1.50E-06,0,2.62E-05,0,0,0,0,0,0,0,0,7.1171064,0,2.62E-05,0,0,0,4.396831,IDFdk3,IDFdk3,315,159,304,1121,22,247,434,37,-74,146,133,644,24,79,37.36363636,159.8181763,384.4545593,1209.636353,28.90909,248.7272797,88.9091034,373.3636364,3.881818182,-8.281818182,15.38181818,124.5454559,27.272728,70,92.72727273,0,0,0.181818182,0,0,0,0,0,0,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0.545454545,0,0.363636364,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0.181818182,0.363636364
2516,186.6779022,5.1952085,1121.538452,0,13,0,0,85,4841,0,0,0,0,32,160,0,0,0,0,192,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6.7552123,0,0,2500,10994,0,2.5994108,IDFdk3,IDFdk3,241,155,244,1045,17,256,546,32,-78,138,205,621,46,111,28.95454545,152.6363678,331.2727356,1198.181763,26.818182,257,104.3636322,475.7272727,3.654545455,-8.709090909,15.13636364,179,44.272728,98.1818161,91.79090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,231.3069611,5.1526852,1125.494019,0,13,0,0,29,4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4622617,0,0,2500,11289,0,2.4039934,IDFdk3,IDFdk3,247,155,248,1068,19,256,538,33,-77,140,195,634,43,107,30.87272727,151.2727203,335.4545593,1209.181763,28,257.7272644,106.4545441,449.1818182,3.736363636,-8.581818182,15.24545455,164.0909119,39.727272,90.5454559,94.19090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,137.0009155,4.6557665,994.0889282,141,656,0,1124,856,262,1979,0,32,33,0,0,0,18,0,0,65,18,0,404,0,0,0.0005647,0,0,0,0,0,0,0,0,18.4747925,0,0.0005647,0,11289,0,8.2151852,IDFdk3,IDFdk3,272,159,272,1151,25,248,499,36,-84,147,157,572,23,97,30.57272727,157.7272797,331.4545593,1218.636353,28.818182,249.8181763,92.0908966,449.9090909,3.554545455,-9.754545455,15.37272727,154.2727203,29.818182,91.5454559,73.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,142.0868378,11.0569229,1183.429565,0,0,0,568,170,4251,21,0,12,29,0,0,0,0,0,0,41,0,0,352,2.46E-05,0,0,0.0017319,0,0,0,0,0,0,0,14.3639021,0,0.0017319,682,4224,0,3.2493937,IDFdk3,IDFdk3,277,159,270,1061,18,251,481,33,-77,141,172,634,35,100,32.08181818,156.9090881,337.2727356,1137.54541,23.454546,253,96.0909119,422.7272727,3.436363636,-8.645454545,14.9,160.1818237,39.4545441,89.727272,89.89090909,0,0,0.181818182,0,0.545454545,0,0,0,0,0,0.363636364,0,0.181818182,0,0.727272727,0,1.090909091,0,0,0,0,0,0,0,0,0,0,1.545454545,3.090909091,0.181818182,2.181818182,0.545454546,1.090909091,1.090909091,0.181818182,0.181818182,0,0,0.545454545,0.181818182,0.181818182,2.727272727
2607,146.3763733,2.8984821,913.7901001,0,0,0,0,63,4906,20,0,24,0,73,0,0,0,0,0,97,0,0,459,0,0,2.75E-05,0,0,0,0,0,0,0,0,6.8602467,0,2.75E-05,603,11289,0,5.3238287,IDFdk3,IDFdk3,292,154,301,1222,28,251,484,42,-70,151,149,638,22,94,34.80909091,155.2727203,383.3636475,1362.727295,43.363636,254.7272797,99.4545594,420.1818182,4.554545455,-8.127272727,16.2,132.3636322,24.09091,79.4545441,88.16363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,146.4794922,3.2566431,946.6973267,45,70,0,558,1091,2619,320,0,17,0,41,215,0,447,0,0,273,447,0,757,7.70E-06,0,0.0019672,0.0001428,0,0,0,0,0,0,0,22.4469662,0,0.0021099,0,11289,0,4.4723048,IDFdk3,IDFdk3,290,154,298,1241,30,252,485,41,-76,153,151,643,21,96,33.04545455,153.1818237,354.5454407,1305.636353,37.727272,254.1818237,101,432.3636364,4.090909091,-8.990909091,15.94545455,145.8181763,27.09091,88,84.96363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,163.2457275,2.2278695,1160.808106,0,47,0,76,79,4181,356,0,147,36,164,1,0,359,0,0,348,359,0,1068,2.10E-06,0,0.0026044,0,0,0,0,0,0,0,0,18.6594963,0,0.0026044,1003,0,0,1.5417138,IDFdk3,IDFdk3,278,159,266,1063,18,249,486,35,-72,141,162,602,32,92,32.67272727,158.0909119,340.8181763,1146.272705,24.272728,250.8181763,92.7272644,420.3636364,3.663636364,-8.327272727,14.91818182,150,35.9090919,79.8181839,85.21818182,0,0,0.181818182,0.909090909,0,0,1.090909091,0,0,0.181818182,0.181818182,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.181818182,4.545454545,0,4.363636364,0.181818182,0.181818182,4.181818182,0,0.181818182,0,0,0,0,0.181818182,4.363636364
2645,162.4267426,3.5991235,914.4279785,451,0,0,0,58,4183,0,50,44,0,225,0,332,41,0,0,269,373,0,315,6.60E-06,0,0.0015788,0.001222,0,0,0,0,0,0,0,24.6082573,0,0.0028008,580,11289,0,3.7733886,IDFdk3,IDFdk3,285,154,286,1249,31,252,494,41,-78,153,152,606,21,98,32.01818182,152.6363678,344.8181763,1325.181763,39.272728,254.1818237,101.5454559,446.4545455,4.109090909,-9.181818182,16,145.8181763,25.90909,90.6363602,78.44545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0.090909091,0.181818182,0,0,0.181818182,0,0,0,0,0.181818182,0,0,0,0.181818182,0
2663,146.6565704,2.1334832,1135.477295,158,0,0,757,0,3450,160,0,207,187,197,197,477,0,0,0,788,477,0,543,3.40E-06,1.33E-05,0.0031641,0,0,0,0,0,0,0,0,16.8557777,0,0.0031641,459,0,0,1.2019991,IDFdk3,IDFdk3,306,159,298,1082,19,246,442,35,-73,143,147,664,28,85,35.58181818,159.0909119,368.6363525,1156.818237,25.181818,248,88.9090881,385.5454545,3.654545455,-8.363636364,15.08181818,138.0909119,32,75,92.90909091,0,0,1.636363636,0,1.636363636,0,0,0.181818182,0,0,0,0,0,0,0.727272727,0,0,0,0,3.090909091,0,0.545454545,0,0,0,0,0,2.363636364,7.818181818,0,0.727272727,5.454545455,0,0.727272727,0,2.363636364,3.090909091,0,1.636363636,0.181818182,4.727272727,2.909090909
2666,147.6555634,2.0039399,1128.100342,671,0,0,702,64,2643,638,0,123,0,0,43,0,535,0,0,166,535,0,67,3.20E-06,1.20E-06,0.002449,0.0002694,0,0,0,0,0,0,0,13.4700823,0,0.0027185,0,0,0,4.6851783,IDFdk3,IDFdk3,298,157,286,1109,21,248,458,37,-73,146,148,631,27,88,34.59090909,158.4545441,360.1818237,1186.090942,27.272728,249.0909119,90.6363678,399.9090909,3.772727273,-8.345454545,15.29090909,138.8181763,31.636364,76.727272,88.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0.272727273,0.545454545,0,0.363636364,0.181818182,0,0.363636364,0,0,0.181818182,0,0,0,0.181818182,0.363636364
2672,194.7598419,2.5643599,1146.943359,0,100,0,110,506,3166,971,0,75,38,57,0,191,0,0,0,170,191,0,713,0,0,1.85E-05,0,0,0,0,0,0,0,0,9.6810179,0,1.85E-05,156,1924,0,6.2417769,IDFdk3,IDFdk3,289,158,283,1081,19,249,470,36,-72,142,155,638,30,89,33.76363636,157.8181763,350.4545593,1158.45459,25.181818,251,93.1818237,408.5454545,3.690909091,-8.281818182,15.00909091,145.0909119,34.5454559,77.9090881,88.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,110.7510223,1.6322395,1108.902344,217,0,0,749,0,4034,25,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7096983,0,0,2015,0,0,1.829146,IDFdk3,IDFdk3,300,158,296,1094,21,249,455,36,-72,143,152,676,30,88,34.83636364,157.0909119,361.7272644,1183.090942,26.636364,251.1818237,94.0909118,398.8181818,3.790909091,-8.236363636,15.17272727,140.4545441,33.1818199,77.0909119,94.28181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,275.944519,10.2523832,1015.261841,244,0,0,328,24,4297,0,125,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0.002734,3.00E-07,0,0,0,0,0,0,0,19.9919949,0,0.0027343,4,3485,0,4.6747966,IDFxw,IDFxw,365,151,339,1309,37,255,397,45,-69,159,94,680,15,59,42.50909091,153,394.7272644,1355.45459,45.8181801,255.4545441,102.4545441,342.9090909,4.436363636,-8.009090909,16.40909091,92.0909119,19.454546,53.727272,96.01818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,153.2582855,4.8240685,1010.409058,356,359,0,1366,867,467,1594,0,32,31,0,0,0,0,0,0,63,0,0,1074,1.00E-07,0,0.0019829,1.00E-06,0,0,0,0,0,0,0,14.7805023,0,0.001984,0,9812,0,8.1866207,IDFdk3,IDFdk3,268,161,266,1126,22,247,501,34,-85,146,160,556,24,98,30.25454545,158.7272797,327.8181763,1198.090942,27.272728,249.2727203,90.5454406,451.7272727,3.481818182,-9.818181818,15.22727273,155.2727203,29.818182,91.5454559,72.35454545,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.363636364,0,0.181818182,0,0,0.181818182,0,0,0,0,0.181818182,0,0,0.363636364
2788,138.1360016,3.7445021,1120.775147,28,151,0,403,111,4095,193,0,38,35,44,0,0,0,0,0,117,0,0,713,0,0,0.001885,0.0001067,0,0,0,0,0,0,0,19.1362572,0,0.0019917,0,3154,0,2.4604249,IDFdk3,IDFdk3,307,158,304,1128,22,249,449,38,-71,145,144,685,26,86,35.1,157.2727203,360.1818237,1177.636353,26.363636,251.3636322,94.0909119,394.8181818,3.772727273,-8.245454545,15.12727273,138.5454559,32.727272,75.3636398,93.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,143.3567657,2.2500196,928.1262817,4801,0,0,0,0,0,0,0,30,0,56,0,0,454,0,0,86,454,0,1102,1.78E-05,4.00E-07,0,0.0017203,0,0,0,0,0,0,0,8.3360205,0,0.0017203,2500,11289,0,0,IDFdk3,IDFdk3,308,153,316,1275,34,253,463,42,-74,155,142,697,19,92,35.63636364,151.9090881,377.9090881,1351.909058,42.8181801,255.0909119,103.1818238,407.1818182,4.309090909,-8.781818182,16.21818182,136.4545441,24.272728,84.0909119,94.89090909,0.181818182,0.363636364,2,1.272727273,0.636363636,0,0.909090909,0,0,0,1.272727273,0,0,0,2.181818182,0,0.181818182,0,0.363636364,5.454545455,0.272727273,1.818181818,0,0,0,0,0,4.818181818,16.90909091,0,6,10.27272727,0.363636364,5.636363636,0,4.454545455,5.818181818,0,0.636363636,0.363636364,7.818181818,8.727272727
2827,152.0748749,2.8195655,986.9196167,0,0,0,0,336,4437,34,0,6,41,0,0,372,0,0,0,47,372,50,118,0,0,4.28E-05,0,0,0,0,0,0,0,0,7.0654759,0,4.28E-05,756,0,0,6.2903409,IDFdk3,IDFdk3,293,158,307,1179,26,248,477,40,-70,149,151,666,25,91,34.50909091,155.9090881,374.8181763,1287.090942,35.4545441,251.6363678,95.7272797,414.5454545,4.172727273,-8.3,15.81818182,137.1818237,27.272728,79.272728,90.97272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,153.5712891,4.3536558,988.4401245,12,142,278,801,227,2168,1111,228,13,34,93,0,0,0,0,0,140,0,0,662,1.37E-05,0,6.70E-06,0,0.0013625,0,0,0,0,0,0,16.1143417,0,0.0013691,1977,11200,0.5504441,6.6560988,IDFdk3,IDFdk3,297,158,318,1232,29,247,480,42,-70,151,140,610,20,91,33.90909091,161.3636322,370.7272644,1257,32.4545441,248.6363678,87.2727356,417,4.072727273,-8.372727273,15.57272727,134.6363678,26.90909,78.1818161,81.41818182,0,0.181818182,1.272727273,0,4,0.181818182,0.363636364,0,0,0.181818182,0,0,0,0,2.181818182,0.181818182,0.363636364,0,0.272727273,0.727272727,0,1.727272727,0,0,0,0,0,2.818181818,11.63636364,0,3.272727272,4.363636364,0.545454545,2.727272727,0,3.181818182,1.181818182,0,4,0.181818182,2.454545455,9
2842,253.4235229,6.5574698,1235.836426,0,0,0,0,57,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0002002,0,0,0,0,0,0,0,0,10.2747326,0,0.0002002,2110,6356,0,6.5267248,IDFdk3,IDFdk3,268,155,256,1099,21,254,501,34,-75,143,170,646,37,95,29.44545455,155.3636322,307.4545593,1107,21.636364,255.3636322,100,452.8181818,3.236363636,-8.736363636,14.7,173.0909119,49.4545441,88.1818161,87.30909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,154.0340881,3.8193378,912.7877808,0,0,0,0,60,4909,20,0,8,0,73,0,0,0,0,0,81,0,0,485,2.64E-05,0,0.0009114,0.0015153,0,0,0,0,0,0,0,7.8464866,0,0.0024267,211,11289,0,5.8315387,IDFdk3,IDFdk3,295,154,317,1255,31,252,486,43,-69,153,149,648,21,95,34.46363636,155.2727203,383.3636475,1357.909058,42.9090919,253.5454559,98.2727356,423.5454545,4.527272727,-8.127272727,16.16363636,134.6363678,24.454546,80.6363602,88.01818182,0,0.181818182,3.818181818,0,0.909090909,0,0,0,0,0,0.181818182,0,0,0,1.818181818,0,0,0,0,2.545454545,0.090909091,3.727272727,0,0,0,0,0,3.636363636,13.27272727,0,2,10.36363636,0,2,0,7.818181818,2.545454545,0,0.909090909,0.181818182,6.363636364,6.727272727
2872,161.5947418,1.8498331,862.5219727,649,0,0,1023,626,2190,325,160,0,0,92,0,0,0,0,0,92,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3.2412384,0,0,74,11289,0,9.5435209,IDFdk3,IDFdk3,292,154,301,1252,32,253,485,42,-74,153,150,649,21,96,33.71818182,150.9090881,370.4545593,1380.818237,46.4545441,256.0909119,105.1818238,432.9090909,4.4,-8.845454545,16.44545455,143,25.363636,88.9090881,88.8,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0.727272727,0,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636,1.363636364,0,1.090909091,0.181818182,0,1.090909091,0,0.181818182,0,0,0.090909091,0,0.181818182,1.181818182
2885,157.7621613,3.2659142,914.1832886,0,0,0,0,71,4936,18,0,28,0,0,0,0,0,0,0,28,0,0,454,0,0,0,0,0,0,0,0,0,0,0,6.0042815,0,0,431,11289,0,4.7976213,IDFdk3,IDFdk3,292,154,301,1222,28,251,484,42,-70,151,149,638,22,94,34.8,153.9090881,382.8181763,1362.272705,43.5454559,254.3636322,100.4545441,420,4.545454545,-8.109090909,16.20909091,132.5454559,24.272728,79.4545441,88.10909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,146.3925476,3.0132303,960.2524414,0,13,0,0,294,4494,48,0,17,32,55,233,68,0,0,0,337,68,0,355,1.00E-07,0,0,0,0,0,0,0,0,0,0,11.0900154,0,0,0,171,0,4.0553999,IDFdk3,IDFdk3,304,155,323,1235,29,250,468,42,-70,152,141,673,21,89,35.30909091,153.3636322,377.8181763,1324.818237,39,253.4545441,100.0909119,409.0909091,4.354545455,-8.245454545,16.01818182,131.1818237,24.727272,77.727272,90.85454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,184.2052612,5.6810846,1071.751587,251,0,370,56,25,3943,315,5,44,59,67,0,0,0,0,0,170,0,0,109,1.40E-06,0,0.0003667,0.0001863,0,0.0004747,0,0,0,0,0,24.9283104,0.0004747,0.000553,761,2957,0,2.5381517,IDFdk3,IDFdk3,328,155,314,1212,28,251,432,42,-70,150,123,663,20,77,35.50909091,159.2727203,369.9090881,1233.636353,31.181818,252.2727203,93,397.0909091,4.018181818,-8.136363636,15.5,129.4545441,27.818182,73.727272,86.40909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,137.6579437,6.3053308,905.7606812,0,42,1277,17,141,3344,151,0,26,0,106,0,0,0,0,0,132,0,0,46,1.00E-05,0,0.0001763,0,0,0,0,0,0,0,0,10.8622046,0,0.0001763,0,11037,0,5.8177824,IDFdk3,IDFdk3,296,152,299,1211,28,254,474,40,-72,150,151,677,23,94,35.70909091,149.3636322,381.7272644,1389.909058,46.8181801,256.7272644,107.3636322,411.7272727,4.509090909,-8.390909091,16.40909091,134.3636322,23.545454,83.3636398,96.43636364,0.909090909,0,0.181818182,1.090909091,1.181818182,0.363636364,0.363636364,0,0,4,0.545454545,0,0,0,4,0,1.818181818,0,1.545454545,1,0.181818182,1.454545455,0,0,0,0,0,4.181818182,18.63636364,0,12.72727273,4.727272727,6.727272727,6,0,1.818181818,2.909090909,0,1.181818182,0,3.090909091,15.54545455
2915,157.3810577,3.4020846,967.5879517,0,30,0,0,271,4438,60,0,52,0,152,65,258,0,0,0,269,258,0,449,5.00E-07,7.30E-06,0,0.0007689,4.15E-05,0,0,0,0,0,0,14.6609011,0,0.0008104,354,0,0,3.3899634,IDFdk3,IDFdk3,303,155,324,1231,28,250,468,42,-70,152,141,675,21,89,35.13636364,154.2727203,378.9090881,1313.636353,37.9090919,252.9090881,98.6363678,410.3636364,4.281818182,-8.290909091,15.93636364,133.0909119,25.454546,78.3636398,91.26363636,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.272727273,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0.272727273
2931,166.6730804,4.5299025,1194.032227,2398,0,0,2074,0,348,154,0,20,0,56,0,0,0,0,0,76,0,0,758,0,0,0.0011685,0,0,0,0,0,0,0,0,8.3971767,0,0.0011685,289,1016,0,4.8907256,IDFdk3,IDFdk3,255,168,255,988,14,241,502,28,-84,138,183,570,34,101,29.40909091,167,318.9090881,1051.272705,19.09091,243.3636322,76.3636322,444.8181818,2.872727273,-9.7,14.47272727,174.0909119,39.636364,93.0909119,77.69090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,181.3350067,6.4928627,877.0430298,0,0,0,0,43,4982,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0.0016426,0,0,0,0,0,0,0,6.5982304,0,0.0016426,1775,7903,0,4.5177135,IDFdk3,IDFdk3,302,152,318,1281,34,254,476,44,-70,155,141,666,20,90,35.65454545,148.5454559,383.0909119,1437.272705,52.8181801,257.7272644,109.1818085,418.6363636,4.763636364,-8.190909091,16.68181818,126.9090881,21.636364,79.727272,91.46363636,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.181818182,0,0,0.181818182,0,0,0,0.181818182,0,0,0,0,0.181818182,0
